Symbol	Name_1	Name_2	Currency	Type	Exchange	Employees
245596	Biogen Inc.	Biogen	USD	SHARE	NAS	"9,610.0"
243707	BioMarin Pharmaceutical Inc.	BioMarin Pharmaceutical	USD	SHARE	NAS	"3,045.0"
BF0LBX	bioMerieux SA	bioMerieux	EUR	SHARE	PAR	"13,076.0"
BDG75V	"Black Knight, Inc."	Black Knight	USD	SHARE	NYS	"6,400.0"
BCBHZ3	BlackBerry Limited	BlackBerry	CAD	SHARE	TSE	"3,325.0"
249450	"BlackRock, Inc."	BlackRock	USD	SHARE	NYS	"18,400.0"
BKF2SL	Blackstone Inc.	Blackstone	USD	SHARE	NYS	"3,795.0"
BYNZGK	Block Inc Class A	Block A	USD	SHARE	NYS	"8,521.0"
653323	Bluescope Steel Limited	BlueScope Steel	AUD	SHARE	ASX	"6,000.0"
730968	BNP Paribas S.A. Class A	BNP Paribas A	EUR	SHARE	PAR	"205,771.0"
BYZJV1	BOC Aviation Limited	BOC Aviation	HKD	SHARE	HKG	186.0
653611	BOC Hong Kong (Holdings) Limited	BOC Hong Kong (Holdings)	HKD	SHARE	HKG	"14,553.0"
210860	Boeing Company	Boeing	USD	SHARE	NYS	"142,000.0"
BL54C2	Boliden AB	Boliden	SEK	SHARE	OME	"6,167.0"
457270	Bollore SE	Bollore	EUR	SHARE	PAR	"73,407.0"
BDRXDB	Booking Holdings Inc.	Booking Hldg	USD	SHARE	NAS	"20,300.0"
B5367T	Booz Allen Hamilton Holding Corporation Class A	Booz Allen Hamilton Hldg A	USD	SHARE	NYS	"27,200.0"
211195	BorgWarner Inc.	BorgWarner	USD	SHARE	NYS	"49,300.0"
B24FZ3	Bosideng International Holdings Limited	Bosideng International Holdings	HKD	SHARE	HKG	"9,028.0"
201947	"Boston Properties, Inc."	Boston Properties	USD	SHARE	NYS	743.0
211343	Boston Scientific Corporation	Boston Scientific	USD	SHARE	NYS	"41,000.0"
B15DYL	Boubyan Bank K.S.C.	Boubyan Bank	KWD	SHARE	KUW	"2,051.0"
400212	Bouygues SA	Bouygues	EUR	SHARE	PAR	"124,651.0"
079805	BP p.l.c.	BP	GBP	SHARE	LON	"65,900.0"
B1FJ0C	Brambles Limited	Brambles	AUD	SHARE	ASX	#N/A
B0774N	Braskem S.A. Pfd  A	Braskem Pfd-A N1	BRL	PREFEQ	BSP	#N/A
B4YVF5	Brenntag Societas Europaea	Brenntag	EUR	SHARE	ETR	"17,236.0"
203699	BRF SA	BRF SA	BRL	SHARE	BSP	#N/A
613210	Bridgestone Corporation	Bridgestone	JPY	SHARE	TKS	"135,636.0"
212633	Bristol-Myers Squibb Company	Bristol-Myers Squibb	USD	SHARE	NYS	"32,200.0"
BGSQG4	Britannia Industries Ltd	Britannia Industries	INR	SHARE	BOM	"12,740.0"
028758	British American Tobacco p.l.c.	British American Tobacco	GBP	SHARE	LON	#N/A
013670	British Land Company PLC	British Land	GBP	SHARE	LON	756.0
BDZ78H	Broadcom Inc.	Broadcom	USD	SHARE	NAS	"20,000.0"
B1VP7R	"Broadridge Financial Solutions, Inc."	Broadridge Financial Sol	USD	SHARE	NYS	"13,704.0"
209259	Brookfield Asset Management Inc. Class A	Brookfield Asset Management A	CAD	SHARE	TSE	"180,000.0"
614650	"Brother Industries, Ltd."	Brother Industries	JPY	SHARE	TKS	"38,741.0"
269268	"Brown & Brown, Inc."	Brown & Brown	USD	SHARE	NYS	"12,023.0"
214683	Brown-Forman Corporation Class B	Brown-Forman B	USD	SHARE	NYS	"4,700.0"
309135	BT Group plc	BT Group	GBP	SHARE	LON	"99,700.0"
BDDW2W	BTS Group Holdings Public Co. Ltd.	BTS Group Holdings	THB	SHARE	BKK	#N/A
BKDXJH	Budweiser Brewing Co. APAC Ltd.	Budweiser Brewi	HKD	SHARE	HKG	"26,038.0"
B0166D	"Bumrungrad Hospital Public Co., Ltd."	Bumrungrad Hospital	THB	SHARE	BKK	"3,455.0"
278871	Bunge Limited	Bunge	USD	SHARE	NYS	"22,000.0"
B0744B	Bunzl plc	Bunzl	GBP	SHARE	LON	"21,021.0"
B2RLCR	Bupa Arabia for Cooperative Insurance Co.	Bupa Arabia	SAR	SHARE	SAU	#N/A
317430	Burberry Group plc	Burberry Group	GBP	SHARE	LON	"9,671.0"
B28DTJ	Bureau Veritas SA	Bureau Veritas	EUR	SHARE	PAR	"79,704.0"
BF311Y	"Burlington Stores, Inc."	Burlington Stores	USD	SHARE	NYS	"62,395.0"
653665	BYD Company Limited Class H	BYD H	HKD	SHARE	HKG	"288,200.0"
B29SHS	"BYD Electronic (International) Co., Ltd."	BYD Electronic (International)	HKD	SHARE	HKG	"91,000.0"
211622	"C.H. Robinson Worldwide, Inc."	C.H. Robinson Worldwide	USD	SHARE	NAS	"16,877.0"
BZ07DS	"Cable One, Inc."	Cable One	USD	SHARE	NYS	"3,628.0"
230223	"Cadence Design Systems, Inc."	Cadence Design Systems	USD	SHARE	NAS	"9,300.0"
216276	CAE Inc.	CAE	CAD	SHARE	TSE	"10,000.0"
BMWWGB	Caesars Entertainment Inc	Caesars Entertainment	USD	SHARE	NAS	"49,000.0"
B283W9	CaixaBank SA	CaixaBank	EUR	SHARE	MCE	"49,762.0"
216632	Camden Property Trust	Camden Property Trust	USD	SHARE	NYS	"1,700.0"
216616	Cameco Corporation	Cameco	CAD	SHARE	TSE	#N/A
216284	Campbell Soup Company	Campbell Soup	USD	SHARE	NYS	"14,100.0"
211759	Canadian Apartment Properties Real Estate Investment Trust	CAPREIT	CAD	SHARE	TSE	"1,076.0"
217052	Canadian Imperial Bank of Commerce	Canadian Imperial Bank	CAD	SHARE	TSE	"45,282.0"
218063	Canadian National Railway Company	Canadian National Railway	CAD	SHARE	TSE	"22,604.0"
217157	Canadian Natural Resources Limited	Canadian Natural	CAD	SHARE	TSE	"9,735.0"
279311	Canadian Pacific Railway Limited	Canadian Pacific Railway	CAD	SHARE	TSE	"11,834.0"
217228	"Canadian Tire Corporation, Limited Class A"	Canadian Tire A	CAD	SHARE	TSE	"33,892.0"
217263	Canadian Utilities Limited Class A	Canadian Utilities A	CAD	SHARE	TSE	"4,796.0"
617232	Canon Inc.	Canon	JPY	SHARE	TKS	"184,034.0"
BYTN3W	Canopy Growth Corporation	Canopy Growth	CAD	SHARE	TSE	"3,259.0"
BJKDJS	"CanSino Biologics, Inc. Class H"	CanSino Biologics H	HKD	SHARE	HKG	"1,946.0"
617369	"Capcom Co., Ltd."	Capcom	JPY	SHARE	TKS	"3,152.0"
416343	Capgemini SE	Capgemini	EUR	SHARE	PAR	"324,684.0"
265446	Capital One Financial Corp	Capital One Financial	USD	SHARE	NYS	"50,767.0"
642012	CapitaLand Integrated Commercial Trust	CapitaLand Integrated	SGD	SHARE	SES	665.0
BNHXFJ	CapitaLand Investment Limited	CapitaLand Investment	SGD	SHARE	SES	"10,000.0"
644085	Capitec Bank Holdings Limited	Capitec Bank Holdings	ZAR	SHARE	JSE	"14,758.0"
BSM67X	Carabao Group Public Company Ltd	Carabao Group	THB	SHARE	BKK	#N/A
217567	"Cardinal Health, Inc."	Cardinal Health	USD	SHARE	NYS	"47,300.0"
592296	Carl Zeiss Meditec AG	Carl Zeiss Meditec	EUR	SHARE	ETR	"3,531.0"
416921	Carlsberg AS Class B	Carlsberg B	DKK	SHARE	CSE	#N/A
BKRTG5	Carlyle Group Inc	Carlyle Group	USD	SHARE	NAS	"1,850.0"
298356	"CarMax, Inc."	CarMax	USD	SHARE	NYS	"32,647.0"
252304	Carnival Corporation	Carnival (US)	USD	SHARE	NYS	#N/A
564156	Carrefour SA	Carrefour	EUR	SHARE	PAR	"319,565.0"
BK4N0D	Carrier Global Corp.	Carrier Global	USD	SHARE	NYS	"58,000.0"
BYQHPG	Carvana Co. Class A	Carvana A	USD	SHARE	NYS	"21,000.0"
BP96PQ	Catalent Inc	Catalent	USD	SHARE	NYS	"17,300.0"
618666	"Catcher Technology Co., Ltd."	Catcher Technology	TWD	SHARE	TAI	#N/A
218020	Caterpillar Inc.	Caterpillar	USD	SHARE	NYS	"107,700.0"
642566	"Cathay Financial Holdings Co., Ltd."	Cathay Financial Holdings	TWD	SHARE	TAI	"57,100.0"
B5834C	Cboe Global Markets Inc	Cboe Global Markets	USD	SHARE	BATS	"1,196.0"
B6WVMH	"CBRE Group, Inc. Class A"	CBRE Group A	USD	SHARE	NYS	"105,000.0"
215979	CCL Industries Inc. Class B	CCL Industries B	CAD	SHARE	TSE	"15,900.0"
284097	CCR S.A.	CCR	BRL	SHARE	BSP	"17,934.0"
730221	CD Projekt S.A.	CD Projekt	PLN	SHARE	WAR	#N/A
BBM5MD	CDW Corp.	CDW	USD	SHARE	NAS	"13,900.0"
B05MZT	Celanese Corporation	Celanese	USD	SHARE	NYS	"8,529.0"
BX90C0	Cellnex Telecom S.A.	Cellnex Telecom	EUR	SHARE	MCE	"2,877.0"
BYZ6DH	"Celltrion Healthcare Co., Ltd."	Celltrion Healthcare	KRW	SHARE	KRX	145.0
B0V3YP	Celltrion Pharm Inc.	Celltrion Pharm	KRW	SHARE	KRX	822.0
B0C5YV	"Celltrion, Inc."	Celltrion	KRW	SHARE	KRX	"2,207.0"
240645	Cemex SAB de CV Cert Part Ord Repr 2 ShsA & 1 ShsB	Cemex-Cpo	MXN	UNIT	MEX	"46,210.0"
B00R3L	Cencosud S.A.	Cencosud	CLP	SHARE	SGO	"117,638.0"
B57FG0	Cenovus Energy Inc.	Cenovus Energy	CAD	SHARE	TSE	"5,938.0"
280706	Centene Corporation	Centene	USD	SHARE	NYS	"72,500.0"
244063	"CenterPoint Energy, Inc."	CenterPoint Energy	USD	SHARE	NYS	"12,901.0"
230844	Centrais Eletricas Brasileiras SA-Eletrobras Pfd  B	Eletrobras Pfd-B N1	BRL	PREFEQ	BSP	"12,126.0"
618355	Central Japan Railway Company	Central Japan Railway	JPY	SHARE	TKS	"30,153.0"
B6SR7L	Central Pattana Public Co. Ltd.	Central Pattana	THB	SHARE	BKK	#N/A
BKP8ZP	Central Retail Corporation Public Company Limited	Central Retail	THB	SHARE	BKK	#N/A
BFX1V5	"Ceridian HCM Holding, Inc."	Ceridin HCM Hldg Rg	USD	SHARE	NYS	"7,462.0"
218528	Cerner Corporation	Cerner	USD	SHARE	NAS	"25,150.0"
562403	CEZ as	CEZ	CZK	SHARE	PRA	#N/A
B0G4K5	"CF Industries Holdings, Inc."	CF Industries	USD	SHARE	NYS	"3,000.0"
BJ2L57	CGI Inc. Class A	CGI A	CAD	SHARE	TSE	"80,000.0"
BSBMM0	"CGN Power Co., Ltd. Class H"	CGN POWER	HKD	SHARE	HKG	"18,248.0"
B58J1S	Chailease Holding Co. Ltd.	Chailease Holding	TWD	SHARE	TAI	#N/A
618785	"Chang Hwa Commercial Bank, Ltd."	Chang Hwa Commercial Bank	TWD	SHARE	TAI	#N/A
260433	"Charles River Laboratories International, Inc."	Charles River Labs Intl	USD	SHARE	NYS	"20,000.0"
277939	Charles Schwab Corp	Charles Schwab	USD	SHARE	NYS	"33,400.0"
B4V9B0	Charoen Pokphand Foods Public Co. Ltd.	Charoen Pokphand Foods	THB	SHARE	BKK	#N/A
BZ6VT8	"Charter Communications, Inc. Class A"	Charter Communications A	USD	SHARE	NAS	"93,700.0"
218133	Check Point Software Technologies Ltd.	Check Point Software Tech	USD	SHARE	NAS	"5,805.0"
609323	Cheil Worldwide Inc.	Cheil Worldwide	KRW	SHARE	KRX	"1,326.0"
BC9ZH8	Chemical Works of Gedeon Richter Plc	Chemical Works of Gedeon	HUF	SHARE	BUD	"12,262.0"
619022	"Cheng Shin Rubber Ind. Co., Ltd."	Cheng Shin Rubber Ind	TWD	SHARE	TAI	#N/A
265436	"Cheniere Energy, Inc."	Cheniere Energy	USD	SHARE	ASE	"1,550.0"
283855	Chevron Corporation	Chevron	USD	SHARE	NYS	"42,595.0"
BJLFHW	"Chewy, Inc. Class A"	Chewy	USD	SHARE	NYS	"21,300.0"
619056	"Chiba Bank, Ltd."	Chiba Bank	JPY	SHARE	TKS	"4,380.0"
BMQ8Q1	"China Bohai Bank Co., Ltd. Class H"	China Bohai Bank H	HKD	SHARE	HKG	"11,826.0"
BGY6SV	"China Cinda Asset Management Co., Ltd. Class H"	China Cinda Asset Mangt  H	HKD	SHARE	HKG	"14,723.0"
B1W0JF	China CITIC Bank Corporation Ltd Class H	China CITIC Bank H	HKD	SHARE	HKG	"55,419.0"
B1JNK8	China Coal Energy Co. Ltd. Class H	China Coal Energy H	HKD	SHARE	HKG	"41,593.0"
B1HVJ1	China Communications Services Corp. Ltd. Class H	China Communications Svcs H	HKD	SHARE	HKG	"87,587.0"
BH7HM0	China Conch Venture Holdings Ltd.	China Conch Venture Hldgs	HKD	SHARE	HKG	"7,090.0"
B0LMTQ	China Construction Bank Corporation Class H	China Construction Bank H	HKD	SHARE	HKG	"351,252.0"
643175	China Development Financial Holding Corp.	China Development Financial Holding	TWD	SHARE	TAI	"13,197.0"
BF1343	China Education Group Holdings Limited	China Education Group	HKD	SHARE	HKG	"11,034.0"
B5NRRJ	"China Everbright Bank Co., Ltd. Class H"	China Everbright Bank H	HKD	SHARE	HKG	"46,175.0"
663094	China Everbright Environment Group Limited	China Everbright Environment Group	HKD	SHARE	HKG	"11,330.0"
BD3DS6	China Evergrande Group	China Evergrande Group	@NA	@NA	@NA	#N/A
BK0SBL	China Feihe Limited	China Feihe	HKD	SHARE	HKG	"9,091.0"
B92NYF	"China Galaxy Securities Co., Ltd. Class H"	China Galaxy Securities H	HKD	SHARE	HKG	"12,661.0"
646079	China Gas Holdings Limited	China Gas Holdings	HKD	SHARE	HKG	#N/A
B44ZV9	China Hongqiao Group Ltd.	China Hongqiao Group	HKD	SHARE	HKG	"42,650.0"
BZ169C	China International Capital Corp. Ltd. Class H	China Intl Capital H	HKD	SHARE	HKG	"13,557.0"
B23TGR	China Jinmao Holdings Group Limited	China Jinmao Holdings Grp	HKD	SHARE	HKG	"12,825.0"
BCDBKF	China Lesso Group Holdings Limited	China Lesso Group Hldgs	HKD	SHARE	HKG	"20,400.0"
671897	China Life Insurance Co. Ltd. Class H	China Life Insurance H	HKD	SHARE	HKG	"103,262.0"
BYP71J	China Literature Ltd.	China Literature	HKD	SHARE	HKG	"2,000.0"
B4Q2TX	China Longyuan Power Group Corporation Ltd Class H	China Longyuan Power Group H	HKD	SHARE	HKG	"8,053.0"
B6WY99	China Medical System Holdings Ltd.	China Medical System Holdings	HKD	SHARE	HKG	"5,292.0"
BH0VXF	China MeiDong Auto Holdings Ltd.	China Meidong Auto Hldgs	HKD	SHARE	HKG	"5,076.0"
B01B1L	"China Mengniu Dairy Co., Ltd."	China Mengniu Dairy	HKD	SHARE	HKG	"44,629.0"
B1DYPZ	"China Merchants Bank Co., Ltd. Class H"	China Merchants Bank H	HKD	SHARE	HKG	"103,669.0"
641613	"China Merchants Port Holdings Co., Ltd."	China Merchants Port Hldg	HKD	SHARE	HKG	"8,495.0"
B57JY2	"China Minsheng Banking Corp., Ltd. Class H"	China Minsheng Banking  H	HKD	SHARE	HKG	"60,232.0"
B1VRCG	"China Molybdenum Co., Ltd. Class H"	China Molybdenum H	HKD	SHARE	HKG	"11,472.0"
B0Y91C	China National Building Material Co. Ltd. Class H	China National Bldg Matls H	HKD	SHARE	HKG	"153,109.0"
656099	China Oilfield Services Limited Class H	China Oilfield Services H	HKD	SHARE	HKG	"14,850.0"
619215	China Overseas Land & Investment Limited	China Overseas Land & Investment	HKD	SHARE	HKG	"5,692.0"
BYYMZN	China Overseas Property Holdings Limited	COPL	HKD	SHARE	HKG	"52,220.0"
B2Q5H5	"China Pacific Insurance (Group) Co., Ltd. Class H"	China Pacific Insurance (Group) H	HKD	SHARE	HKG	#N/A
629181	China Petroleum & Chemical Corporation Class H	China Petroleum Chemical H	HKD	SHARE	HKG	"385,691.0"
B02ZKQ	China Power International Development Ltd	China Power Intl Dev	HKD	SHARE	HKG	"10,724.0"
B297KM	China Railway Group Limited Class H	China Railway H	HKD	SHARE	HKG	"294,013.0"
697245	China Resources Beer (Holdings) Co. Ltd.	China Resources Beer (Holdings)	HKD	SHARE	HKG	"25,000.0"
B41XC9	China Resources Cement Holdings Limited	China Resources Cement	HKD	SHARE	HKG	"19,491.0"
653551	China Resources Gas Group Limited	China Resources Gas	HKD	SHARE	HKG	"52,354.0"
619376	China Resources Land Limited	China Resources Land	HKD	SHARE	HKG	"49,478.0"
BMXWXT	China Resources Mixc Lifestyle Services Ltd.	China Resources Mixc	HKD	SHARE	HKG	"28,654.0"
671156	China Resources Power Holdings Co. Ltd.	China Resources Pwr Hldgs	HKD	SHARE	HKG	"21,252.0"
BMDMJ8	China Ruyi Holdings Limited	China Ruyi Holdings	HKD	SHARE	HKG	410.0
B09N7M	China Shenhua Energy Co. Ltd. Class H	China Shenhua Energy H	HKD	SHARE	HKG	"77,872.0"
601369	China Southern Airlines Company Limited Class H	China Southern Airlines H	HKD	SHARE	HKG	"98,098.0"
B0BM5T	China State Construction International Holdings Limited	China State Constr Intl	HKD	SHARE	HKG	#N/A
619095	China Steel Corporation	China Steel	TWD	SHARE	TAI	#N/A
B3ZXLP	China Suntien Green Energy Corporation Limited Class H	China Suntien Green Energy H	HKD	SHARE	HKG	"2,489.0"
626404	"China Taiping Insurance Holdings Co., Ltd."	China Taiping Insur Hldgs	HKD	SHARE	HKG	"68,446.0"
BFZ2PK	China Tower Corp. Ltd. Class H	China Tower H	HKD	SHARE	HKG	"23,300.0"
697177	China Traditional Chinese Medicine Holdings Co. Ltd.	Cn Traditional Chin	HKD	SHARE	HKG	"17,098.0"
BN320P	"China Vanke Co., Ltd Class H"	China Vanke H	HKD	SHARE	HKG	"139,494.0"
BC9S4J	Chinasoft International Ltd.	Chinasoft	HKD	SHARE	HKG	"92,039.0"
BMC5RM	Chindata Group Holdings Limited Sponsored ADR Class A	Chindata Group ADR A	USD	ADR	NAS	"1,315.0"
B0X7DZ	"Chipotle Mexican Grill, Inc."	Chipotle	USD	SHARE	NYS	"97,660.0"
596230	Chocoladefabriken Lindt & Spruengli AG	Chocoladefabriken Lindt & Spruengli	CHF	SHARE	SWX	"14,000.0"
BJ9K2H	Cholamandalam Investment and Finance Co. Ltd.	Cholamandalam Invt & Fin	INR	SHARE	BOM	"7,620.0"
B4R39F	Chow Tai Fook Jewellery Group Limited	Chow Tai Fook Jewellery	HKD	SHARE	HKG	"27,900.0"
B573M1	Chr. Hansen Holding A/S	Chr Hansen Holding	DKK	SHARE	CSE	#N/A
B3BQMF	Chubb Limited	Chubb	USD	SHARE	NYS	"31,000.0"
619560	"Chubu Electric Power Company,Incorporated"	Chubu Electric Power	JPY	SHARE	TKS	"28,238.0"
619640	"Chugai Pharmaceutical Co., Ltd."	Chugai Pharmaceutical	JPY	SHARE	TKS	"7,664.0"
628784	"Chunghwa Telecom Co., Ltd"	Chunghwa Telecom	TWD	SHARE	TAI	#N/A
219584	"Church & Dwight Co., Inc."	Church & Dwight	USD	SHARE	NYS	"5,100.0"
BNT8LB	CIFI Ever Sunshine Services Group Limited	CIFI Ever Sunshine Svcs	HKD	SHARE	HKG	"16,709.0"
B8Z00N	CIFI Holdings (Group) Co. Ltd.	CIFI Holdings (Group)	HKD	SHARE	HKG	"19,649.0"
BHJ077	Cigna Corporation	Cigna	USD	SHARE	NYS	"73,700.0"
607574	CIMB Group Holdings Bhd	CIMB Group Holdings	MYR	SHARE	KLS	"33,265.0"
219688	Cincinnati Financial Corporation	Cincinnati Financial	USD	SHARE	NAS	"5,166.0"
219713	Cintas Corporation	Cintas	USD	SHARE	NAS	"40,000.0"
B01110	Cipla Ltd	Cipla	INR	SHARE	BOM	"37,212.0"
219816	"Cisco Systems, Inc."	Cisco Systems	USD	SHARE	NAS	"79,500.0"
619615	CITIC Limited	CITIC	HKD	SHARE	HKG	"136,637.0"
B6SPB4	CITIC Securities Co. Ltd. Class H	CITIC Securities H	HKD	SHARE	HKG	"23,696.0"
229790	Citigroup Inc.	Citigroup	USD	SHARE	NYS	"223,400.0"
BQRX1X	"Citizens Financial Group, Inc."	Citizens Financial Group	USD	SHARE	NYS	"17,463.0"
218255	"Citrix Systems, Inc."	Citrix Systems	USD	SHARE	NAS	"9,700.0"
TS133917	City Developments (Det)	@NA	@NA	@NA	@NA	#N/A
619792	City Developments Limited	City Developments	SGD	SHARE	SES	408.0
B2492F	CJ CheilJedang Corporation	CJ CheilJedang	KRW	SHARE	KRX	"8,156.0"
618951	CJ Corporation	CJ Corp	KRW	SHARE	KRX	59.0
619975	"CJ ENM Co., Ltd."	CJ ENM	KRW	SHARE	KRX	#N/A
649711	CJ Logistics Corp	CJ Logistics	KRW	SHARE	KRX	"6,351.0"
BYZQ07	CK Asset Holdings Limited	CK Asset Holdings	HKD	SHARE	HKG	"54,000.0"
BW9P81	CK Hutchison Holdings Ltd	CK Hutchison Holdings	HKD	SHARE	HKG	#N/A
BYVS6J	CK Infrastructure Holdings Limited	CK Infra Holdings	HKD	SHARE	HKG	"2,365.0"
711399	Clariant AG	Clariant	CHF	SHARE	SWX	"13,235.0"
BJJN44	Clarivate PLC	Clarivate	USD	SHARE	NYS	"11,095.0"
610557	Clicks Group Limited	Clicks Group	ZAR	SHARE	JSE	"15,871.0"
220402	Clorox Company	Clorox	USD	SHARE	NYS	"9,000.0"
BJXC5M	Cloudflare Inc Class A	Cloudflare A	USD	SHARE	NYS	"2,440.0"
609701	CLP Holdings Limited	CLP Holdings	HKD	SHARE	HKG	"8,116.0"
296583	CME Group Inc. Class A	CME Group A	USD	SHARE	NAS	"3,480.0"
221922	CMS Energy Corporation	CMS Energy	USD	SHARE	NYS	"9,778.0"
554398	CNP Assurances SA	CNP Assurances	EUR	SHARE	PAR	"5,591.0"
B4Z9XF	Coal India Ltd.	Coal India	INR	SHARE	BOM	"259,016.0"
220665	Coca-Cola Company	Coca-Cola	USD	SHARE	NYS	"79,000.0"
BYQQ3P	Coca-Cola Europacific Partners plc	Coca-Cola Europacific	USD	SHARE	NAS	"33,200.0"
BHHP0S	Coca-Cola Femsa SAB de CV Units Cons of 5 Shs -L- + 3 Shs Series -B-	Coca-Cola Uts	MXN	UNIT	MEX	"83,754.0"
B9895B	Coca-Cola HBC AG	Coca-Cola HBC	GBP	SHARE	LON	#N/A
621179	Cochlear Limited	Cochlear	AUD	SHARE	ASX	"4,000.0"
220828	Cognex Corporation	Cognex	USD	SHARE	NAS	"2,257.0"
225701	Cognizant Technology Solutions Corporation Class A	Cognizant Tech A	USD	SHARE	NAS	"330,600.0"
BMC9P6	"Coinbase Global, Inc. Class A"	Coinbase Global A	USD	SHARE	NAS	"3,730.0"
BYWR0T	Coles Group Ltd.	Coles Group	AUD	SHARE	ASX	"120,000.0"
613969	Colgate-Palmolive (India) Limited	Colgate-Palmolive India	INR	SHARE	BOM	"3,849.0"
220910	Colgate-Palmolive Company	Colgate-Palmolive	USD	SHARE	NYS	"33,800.0"
B8FMRX	Coloplast A/S Class B	Coloplast B	DKK	SHARE	CSE	"12,874.0"
204454	Comcast Corporation Class A	Comcast A	USD	SHARE	NAS	"189,000.0"
615044	Commercial Bank (Q.S.C.)	Commercial Bank	QAR	SHARE	DSMD	#N/A
624389	Commercial International Bank (Egypt) SAE	Commercial International	EGP	SHARE	CAI	"7,308.0"
B90LKT	Commerzbank AG	Commerzbank	EUR	SHARE	ETR	"46,218.0"
621503	Commonwealth Bank of Australia	Commonwealth Bank of Australia	AUD	SHARE	ASX	"44,375.0"
738048	Compagnie de Saint-Gobain SA	Compagnie de Saint-Gobain	EUR	SHARE	PAR	"167,816.0"
BCRWZ1	Compagnie Financiere Richemont SA	Cie Financiere Richemont	CHF	SHARE	SWX	#N/A
458836	Compagnie Generale des Etablissements Michelin SCA	Michelin	EUR	SHARE	PAR	"118,400.0"
622574	"Compal Electronics, Inc."	Compal Electronics	TWD	SHARE	TAI	#N/A
B1YCHL	Companhia de Saneamento Basico do Estado de Sao Paulo SABESP	Sabesp	BRL	SHARE	BSP	"12,515.0"
B1YBRG	Companhia Energetica de Minas Gerais SA Pfd	CEMIG Pfd	BRL	PREFEQ	BSP	"5,025.0"
B019KX	Companhia Siderurgica Nacional	Companhia Siderurgica	BRL	SHARE	BSP	"35,179.0"
219618	Compania Cervecerias Unidas S.A.	Cia Cervecerias Unidas	CLP	SHARE	SGO	"9,346.0"
B128FN	Company for Cooperative Insurance	Company for Coop	SAR	SHARE	SAU	#N/A
BD6K45	Compass Group PLC	Compass Group	GBP	SHARE	LON	#N/A
618041	Computershare Limited	Computershare	AUD	SHARE	ASX	"12,009.0"
221546	"Conagra Brands, Inc."	Conagra Brands	USD	SHARE	NYS	"18,600.0"
BD97JW	"Concordia Financial Group, Ltd."	Concordia Financial Group	JPY	SHARE	TKS	"5,995.0"
268571	ConocoPhillips	ConocoPhillips	USD	SHARE	NYS	"9,900.0"
221685	"Consolidated Edison, Inc."	Consolidated Edison	USD	SHARE	NYS	"13,871.0"
217047	"Constellation Brands, Inc. Class A"	Constellation Brands A	USD	SHARE	NYS	"10,000.0"
BMH4FS	Constellation Energy Corporation	Constellation Energy	USD	SHARE	NAS	"11,696.0"
B15C4L	Constellation Software Inc.	Constellation Software CA	CAD	SHARE	TSE	#N/A
BG0ZVG	Container Corporation of India Limited	CONCOR	INR	SHARE	BOM	"1,400.0"
459858	Continental AG	Continental	EUR	SHARE	ETR	"190,875.0"
222263	"Cooper Companies, Inc."	Cooper Companies	USD	SHARE	NYS	"12,000.0"
220807	"Copart, Inc."	Copart	USD	SHARE	NAS	"8,600.0"
222470	Corning Inc	Corning	USD	SHARE	NYS	"61,200.0"
BK73B4	Corteva Inc	Corteva	USD	SHARE	NYS	"21,000.0"
B0P72G	Cosan S.A.	Cosan	BRL	SHARE	BSP	"41,763.0"
B0B8Z1	"COSCO SHIPPING Holdings Co., Ltd. Class H"	COSCO SHIPPING Holdings H	HKD	SHARE	HKG	"30,980.0"
635425	COSCO SHIPPING Ports Limited	COSCO SHIPPING Ports	HKD	SHARE	HKG	#N/A
B036QP	COSMOS Pharmaceutical Corporation	COSMOS Pharmaceutical	JPY	SHARE	TKS	"4,872.0"
226286	"CoStar Group, Inc."	CoStar Group	USD	SHARE	NAS	"4,742.0"
270127	Costco Wholesale Corporation	Costco Wholesale	USD	SHARE	NAS	"288,000.0"
216234	Coterra Energy Inc.	Coterra Energy	USD	SHARE	NYS	936.0
B1VKYN	Country Garden Holdings Co. Ltd.	Country Garden Holdings	HKD	SHARE	HKG	"100,705.0"
BDQZP4	Country Garden Services Holdings Co. Ltd.	Country Garden Services Holdings	HKD	SHARE	HKG	"223,667.0"
BD87XR	"Coupa Software, Inc."	Coupa Software	USD	SHARE	NAS	"3,076.0"
BYTBWY	Covestro AG	Covestro	EUR	SHARE	ETR	"17,909.0"
774563	Covivio SA	Covivio	EUR	SHARE	PAR	984.0
617340	"COWAY Co., Ltd."	COWAY	KRW	SHARE	KRX	"6,587.0"
B08YDG	CP All Public Co. Ltd.	CP All	THB	SHARE	BKK	#N/A
223287	Credicorp Ltd.	Credicorp	USD	SHARE	NYS	#N/A
726261	Credit Agricole SA	Credit Agricole	EUR	SHARE	PAR	"77,795.0"
717158	Credit Suisse Group AG	Credit Suisse Group	CHF	SHARE	SWX	"50,110.0"
BJFFLV	Croda International Plc	Croda International	GBP	SHARE	LON	"6,135.0"
BJJP13	"CrowdStrike Holdings, Inc. Class A"	CrowdStrike Holdings A	USD	SHARE	NAS	"4,965.0"
BTGQCX	Crown Castle International Corp	Crown Castle International	USD	SHARE	NYS	"5,000.0"
242798	"Crown Holdings, Inc."	Crown	USD	SHARE	NYS	"26,000.0"
B29LCJ	Crown Resorts Limited	Crown Resorts	AUD	SHARE	ASX	"11,225.0"
